1.644444 6.283185 6.666667 4.188790 -1.221730 4.188790 0.029715 
1.644444 0.000000 6.666667 4.188790 -1.221730 4.188790 0.029715 
0.600000 2.792527 4.444444 0.698132 0.872665 1.396263 0.062024 
0.600000 4.886922 1.111111 4.188790 -0.872665 4.886922 0.069289 
1.644444 6.283185 7.777778 4.188790 -1.221730 4.188790 0.074803 
1.644444 0.000000 7.777778 4.188790 -1.221730 4.188790 0.074803 
1.644444 6.283185 5.555556 4.188790 -1.221730 4.188790 0.084120 
1.644444 0.000000 5.555556 4.188790 -1.221730 4.188790 0.084120 
0.600000 3.490659 3.333333 0.698132 0.872665 0.698132 0.087982 
0.600000 4.886922 1.111111 0.698132 0.872665 2.094395 0.106267 
0.600000 1.396263 2.222222 3.490659 -0.872665 2.792527 0.109332 
0.600000 3.490659 4.444444 3.490659 -0.523599 4.188790 0.126421 
0.600000 3.490659 3.333333 3.490659 -0.872665 4.188790 0.135965 
1.644444 6.283185 8.888889 4.188790 -1.221730 4.188790 0.138550 
1.644444 0.000000 8.888889 4.188790 -1.221730 4.188790 0.138550 
0.600000 3.490659 4.444444 6.283185 0.523599 1.396263 0.141993 
0.600000 3.490659 4.444444 0.000000 0.523599 1.396263 0.141993 
1.644444 0.698132 2.222222 3.490659 -1.221730 4.188790 0.161711 
1.644444 6.283185 4.444444 4.188790 -1.221730 4.188790 0.164608 
1.644444 0.000000 4.444444 4.188790 -1.221730 4.188790 0.164608 
0.600000 3.490659 5.555556 3.490659 -0.523599 4.188790 0.175900 
0.600000 2.792527 6.666667 0.698132 0.523599 1.396263 0.177443 
0.600000 3.490659 5.555556 2.792527 -0.523599 4.886922 0.180826 
0.600000 2.792527 5.555556 3.490659 -0.523599 4.886922 0.180826 
0.600000 4.886922 3.333333 5.585054 1.221730 4.188790 0.182102 
1.644444 3.490659 8.888889 4.188790 -1.221730 3.490659 0.186519 
0.600000 3.490659 5.555556 0.698132 0.523599 0.698132 0.188148 
4.777778 5.585054 8.888889 5.585054 1.570796 1.396263 0.189539 
4.777778 0.698132 8.888889 0.698132 1.570796 1.396263 0.189539 
1.644444 3.490659 7.777778 4.188790 -1.221730 3.490659 0.191845 
0.600000 4.886922 1.111111 3.490659 -0.872665 5.585054 0.194092 
0.600000 2.792527 3.333333 0.698132 1.221730 1.396263 0.195275 
0.600000 1.396263 1.111111 4.886922 1.221730 1.396263 0.195775 
0.600000 4.886922 1.111111 1.396263 1.221730 1.396263 0.195775 
0.600000 1.396263 1.111111 4.886922 1.570796 1.396263 0.199386 
0.600000 4.886922 1.111111 1.396263 1.570796 1.396263 0.199386 
4.777778 5.585054 7.777778 5.585054 1.570796 1.396263 0.200461 
